CODESC,TIPOESC,NOMESC,DRE,DIRETORIA,SUBPREF,CEU,ENDERECO,NUMERO,BAIRRO,CEP,TEL1,TEL2,FAX,SITUACAO,CDIST,DISTRITO,SETOR,CODSEE,CODINEP,EH,NOME_ANT,T2D3D,DTURNOS,LATITUDE,LONGITUDE,REDE,DATABASE,TOTCLA,TOTALU
307914,CR.P.CONV,YLE DA CRIANCA,CS,CAPELA DO SOCORRO,CAPELA DO SOCORRO,,RUA ÁLVARO PATO MONIZ,11,JARDIM GUANABARA,04860240,59251054,,,Ativa,23,CIDADE DUTRA,2309,0482225,35482225,,ILE DA CRIANCA,2D,INTEGR,-23765336,-46715914,CON,31/10/2016,9,145
306674,CR.P.CONV,JARDIM BELA VISTA,CS,CAPELA DO SOCORRO,CAPELA DO SOCORRO,,RUA FREDERICO RENE DE JAEGHER,1521,RIO BONITO,04826010,59395204,,,Ativa,23,CIDADE DUTRA,2307,0268999,35268999,,"BELA VISTA, CEI",2D,INTEGR,-23725037,-46710967,CON,31/10/2016,44,590
306661,CR.P.CONV,MARINHEIRO POPEYE,CS,CAPELA DO SOCORRO,CAPELA DO SOCORRO,,RUA LUIZ GONZAGA D AVILA,126,JARDIM BOA VISTA,04829060,59278248,,,Ativa,23,CIDADE DUTRA,2307,0268379,35268379,,"MARINHEIRO POPEYE, CEI",2D,INTEGR,-23723810,-46708414,CON,31/10/2016,7,91
306719,CR.P.CONV,JARDIM CLIPPER,CS,CAPELA DO SOCORRO,CAPELA DO SOCORRO,,RUA ADEN,72,JARDIM CLIPER,04827160,56665589,,,Ativa,23,CIDADE DUTRA,2307,0288724,35288724,,JARDIM CLIPPER - NUCLEO IV,2D,INTEGR,-23721130,-46705316,CON,31/10/2016,20,240
307048,CR.P.CONV,"FLOR DE SAO JOSE, CEI",CS,CAPELA DO SOCORRO,CAPELA DO SOCORRO,,RUA GONÇALO SOARES DE FRANCA,295,JARDIM FLORESTA,04836030,59254378,,,Ativa,23,CIDADE DUTRA,2308,0427809,35427809,,ZILDA BRANDAO,2D,INTEGR,-23738771,-46709681,CON,31/10/2016,6,80
306997,CR.P.CONV,NOSSO CAMINHO,CS,CAPELA DO SOCORRO,CAPELA DO SOCORRO,,RUA INDOCHINA,74,JARDIM DAS IMBUIAS,04829220,59249328,,,Ativa,23,CIDADE DUTRA,2308,0404664,35404664,,,2D,INTEGR,-23731178,-46707593,CON,31/10/2016,10,134
306492,CR.P.CONV,CASINHA DE SAO JOSE,CS,CAPELA DO SOCORRO,CAPELA DO SOCORRO,,RUA ANTÔNIO MACHADO SANTANNA,1621,JARDIM BELA VISTA (ZONA SUL),04829080,59736799,,,Ativa,23,CIDADE DUTRA,2307,0814015,35814015,,CASINHA DE SAO JOSE CRECHE,2D,INTEGR,-23725491,-46710529,CON,31/10/2016,25,286
306490,CR.P.CONV,CANTINHO DA CRIANCA,CS,CAPELA DO SOCORRO,CAPELA DO SOCORRO,,RUA FREI LUÍS DE LEON,93,JARDIM FLORESTA,04836080,59295824,,59295824,Ativa,23,CIDADE DUTRA,2308,0806651,35806651,,,2D,INTEGR,-23738895,-46712175,CON,31/10/2016,6,90
306271,CR.P.CONV,"LEILA ATLAS, CEI",CS,CAPELA DO SOCORRO,CAPELA DO SOCORRO,,AVENIDA GONCALO DE PAIVA GOMES,424,JARDIM REPUBLICA,04812090,56635380,,,Ativa,23,CIDADE DUTRA,2304,0184329,35184329,,"JD PRIMAVERA, CENT SOC CMUN",2D,INTEGR,-23715536,-46688036,CON,31/10/2016,15,199
306277,CR.P.CONV,PEQUENO PRINCIPE,CS,CAPELA DO SOCORRO,CAPELA DO SOCORRO,,RUA FRANCISCO DE CALDAS,3,JARDIM ANA LUCIA,04812070,56611897,,,Ativa,23,CIDADE DUTRA,2304,0184317,35184317,,,2D,INTEGR,-23716816,-46689474,CON,31/10/2016,17,221
306278,CR.P.CONV,HERMANN GMEINER,CS,CAPELA DO SOCORRO,CAPELA DO SOCORRO,,AVENIDA MANUEL ALVES SOARES,712,PARQUE COLONIAL,04821270,56636881,,,Ativa,23,CIDADE DUTRA,2305,0184305,35184305,,S.O.S. HERMAN GMEINER,2D,INTEGR,-23727478,-46685312,CON,31/10/2016,27,316
306274,CR.P.CONV,NOSSA SENHORA APARECIDA,CS,CAPELA DO SOCORRO,CAPELA DO SOCORRO,,RUA NOSSA SENHORA APARECIDA,1,JARDIM CRISTAL,04777140,56676736,74660450,,Ativa,23,CIDADE DUTRA,2301,0184354,35184354,,NS SRA APARECIDA,2D,INTEGR,-23696239,-46698841,CON,31/10/2016,21,250
306281,CR.P.CONV,"EQUILIBRIO DE INTERLAGOS, SOC BENEF",CS,CAPELA DO SOCORRO,CAPELA DO SOCORRO,,AVENIDA RUBENS MONTANARO DE BORBA,477,JARDIM REGIS,04811120,56664543,56665755,,Ativa,23,CIDADE DUTRA,2303,0184330,35184330,,,2D,INTEGR,-23711553,-46693128,CON,31/10/2016,50,584
306283,CR.P.CONV,"VILA NICARAGUA, CRECHE",CS,CAPELA DO SOCORRO,CAPELA DO SOCORRO,,RUA RIO PARAÍBA,5,VILA DA PAZ,04777052,56606404,,,Ativa,23,CIDADE DUTRA,2301,0184366,35184366,,VILA NICARAGUA - NUCLEO II,2D,INTEGR,-23690415,-46696974,CON,31/10/2016,11,117
307065,CR.P.CONV,VALTER JACONI,IQ,ITAQUERA,ITAQUERA,,RUA ATURIÁ,289,JARDIM SANTA MARIA,03576030,20591118,,,Ativa,24,CIDADE LIDER,2401,0428073,35428073,,ALICE RIBEIRO DO NASCIMENTO,2D,INTEGR,-23551552,-46504452,CON,31/10/2016,10,130
307175,CR.P.CONV,ESTRELINHA FELIZ,IQ,ITAQUERA,ITAQUERA,,RUA RAFAEL DA SILVA E SOUSA,112,CIDADE LÍDER,08280090,27424800,,,Ativa,24,CIDADE LIDER,2403,0435685,35435685,,SEMENTE DO AMANHA III,2D,INTEGR,-23559064,-46476794,CON,31/10/2016,12,139
307176,CR.P.CONV,TRINDADE,IQ,ITAQUERA,ITAQUERA,,RUA JERÔNIMO DE BARROS,182,CIDADE LÍDER,08280180,32053126,,,Ativa,24,CIDADE LIDER,2403,0435673,35435673,,SEMENTE DO AMANHA I,2D,INTEGR,-23559368,-46475839,CON,31/10/2016,8,109
307227,CR.P.CONV,PEQUENO PRINCIPE,IQ,ITAQUERA,ITAQUERA,,RUA EUCARIDIUM,51,JARDIM BRASÍLIA (ZONA LESTE),03585060,43058748,,,Ativa,24,CIDADE LIDER,2405,0440930,35440930,,,2D,INTEGR,-23562506,-46491683,CON,31/10/2016,13,144
306741,CR.P.CONV,TEMPO DE BRINCAR,IQ,ITAQUERA,ITAQUERA,,RUA ACHIRI,53,JARDIM BRASÍLIA (ZONA LESTE),03582050,25077286,34579002,,Ativa,24,CIDADE LIDER,2402,0295334,35295334,,BEM VIVER III,2D,INTEGR,-23553235,-46496549,CON,31/10/2016,6,67
306797,CR.P.CONV,DAMARIS CASTILHO II,IQ,ITAQUERA,ITAQUERA,,RUA SERRA DAS DIVISÕES,293,CIDADE LÍDER,03587000,22548838,,,Ativa,24,CIDADE LIDER,2403,0304621,35304621,,,2D,INTEGR,-23554531,-46488491,CON,31/10/2016,7,80
306925,CR.P.CONV,JOAO FERNANDES I,IQ,ITAQUERA,ITAQUERA,,RUA LUÍS NORBERTO FREIRE,155,JARDIM BRASÍLIA (ZONA LESTE),03585150,22177475,,,Ativa,24,CIDADE LIDER,2405,0391736,35391736,,,2D,INTEGR,-23568217,-46491152,CON,31/10/2016,20,290
306934,CR.P.CONV,THEREZINHA HELENA,IQ,ITAQUERA,ITAQUERA,,RUA BATALHA DE CATALÃO,26,CIDADE LÍDER,08280390,27411324,,,Ativa,24,CIDADE LIDER,2403,0432969,35432969,,,2D,INTEGR,-23560497,-46473502,CON,31/10/2016,10,110
308145,CR.P.CONV,KALIXTO MENDES II,IQ,ITAQUERA,ITAQUERA,,RUA SOL DO TRÓPICO,624,PARQUE SAVOY CITY,03570400,,,,Ativa,24,CIDADE LIDER,2403,0565544,35565544,,,2D,INTEGR,-23568896,-46489935,CON,31/10/2016,8,87
308138,CR.P.CONV,MONTE CARMELO III,IQ,ITAQUERA,ITAQUERA,,RUA RAFAEL FERNANDES,297,CIDADE LÍDER,08285080,27454815,,,Ativa,24,CIDADE LIDER,2404,0565600,35565600,,,2D,INTEGR,-23553836,-46468513,CON,31/10/2016,7,80
308208,CR.P.CONV,GALPAO ATRIA II,IQ,ITAQUERA,ITAQUERA,,RUA ANTÔNIO LOMBARDO,165,JARDIM SANTA TEREZINHA (ZONA LESTE),03572230,25077579,,,Ativa,24,CIDADE LIDER,2406,0576190,35576190,,,2D,INTEGR,-23573507,-46499197,CON,31/10/2016,9,105
307740,CR.P.CONV,PEQUENO INFANTE,IQ,ITAQUERA,ITAQUERA,,RUA TEODORO XAVIER,27,CIDADE LÍDER,08280160,22549421,,,Ativa,24,CIDADE LIDER,2403,0468290,35468290,,,2D,INTEGR,-23559515,-46476674,CON,31/10/2016,10,114
307482,CR.P.CONV,SORRISOS DE CRIANCA,IQ,ITAQUERA,ITAQUERA,,RUA CANANGA,117,JARDIM ELIANE,03577110,,,,Ativa,24,CIDADE LIDER,2402,0449660,35449660,,FRANCISCO TIMOTEO LEITE,2D,INTEGR,-23552595,-46503723,CON,31/10/2016,10,108
099333,EMEI,JARDIM MARILIA,IQ,ITAQUERA,ITAQUERA,,RUA QUINTINO DA CUNHA,20,JARDIM MARÍLIA,03579160,27472444,27410988,27410988,Ativa,24,CIDADE LIDER,2405,0098673,35098673,161076100000000,,2D,MT,-23562749,-46496178,DIR,31/10/2016,8,227
090654,EMEI,PIRATININGA,IQ,ITAQUERA,ITAQUERA,,RUA GALEANDRA,149,JARDIM ELIANE,03577040,27413876,,,Ativa,24,CIDADE LIDER,2402,0052887,35052887,161076115000000,JARDIM ELIANA - PI 44,2D,MT,-23551126,-46503531,DIR,31/10/2016,12,375
090662,EMEI,MARIA MONTESSORI,IQ,ITAQUERA,ITAQUERA,,AVENIDA OSVALDO VALLE CORDEIRO,263,JARDIM BRASÍLIA (ZONA LESTE),03584000,27410952,27410843,,Ativa,24,CIDADE LIDER,2403,0052848,35052848,161076112000000,,2D,MT,-23555341,-46491829,DIR,31/10/2016,8,252
090735,EMEI,JOSE DUARTE,IQ,ITAQUERA,ITAQUERA,,RUA DIAS COELHO,97,CIDADE LÍDER,08280360,27471555,27472111,,Ativa,24,CIDADE LIDER,2403,0052802,35052802,161076104000000,CIDADE LIDER,2D,MT,-23557472,-46474690,DIR,31/10/2016,16,545
090921,EMEI,"PEDRO CHAVES, MIN.",IQ,ITAQUERA,ITAQUERA,,RUA FIGUEIRA DA BARBÁRIA,481,JARDIM BRASÍLIA (ZONA LESTE),03583090,27416715,27435502,,Ativa,24,CIDADE LIDER,2402,0090645,35090645,161076157000000,COHAB ITAQUERA II/III - UNIDADE XI,2D,INTEGR,-23559077,-46493837,DIR,31/10/2016,6,167
090905,CEU EMEI,"JOSE GASPAR, D.",IQ,ITAQUERA,ITAQUERA,ARICANDUVA,RUA OLGA FADEL ABARCA,S/N,JARDIM SANTA TEREZINHA (ZONA LESTE),03572020,27237520,27237525,,Ativa,24,CIDADE LIDER,2406,0052814,35052814,161076500000400,,2D,MT,-23570402,-46503103,DIR,31/10/2016,14,385
091057,EMEI,"LUIZ PEREIRA, PROF.",IQ,ITAQUERA,ITAQUERA,,RUA JOSE OITICICA,113,JARDIM ITAPEMA,03578080,27245949,27273893,,Ativa,24,CIDADE LIDER,2401,0092691,35092691,161076109000000,JARDIM ITAPEMA,2D,MT,-23559809,-46502437,DIR,31/10/2016,6,175
093432,EMEF,"CORREIA DE MELLO, BRIG.",IQ,ITAQUERA,ITAQUERA,,RUA GALEANDRA,S/N,JARDIM FERNANDES,03577040,27411290,27418263,27418263,Ativa,24,CIDADE LIDER,2402,0055300,35055300,161076105000000,VILA ELIANE,2D,MT,-23551566,-46503063,DIR,31/10/2016,26,817
093441,EMEF,CARLOS CHAGAS,IQ,ITAQUERA,ITAQUERA,,AVENIDA OSVALDO VALLE CORDEIRO,337,JARDIM BRASILIA,03584000,27411742,,,Ativa,24,CIDADE LIDER,2403,0055359,35055359,161076101000000,JARDIM BRASILIA,2D,MTN,-23555972,-46491620,DIR,31/10/2016,39,1297
093459,EMEF,EDUARDO PRADO,IQ,ITAQUERA,ITAQUERA,,RUA BENTO TEIXEIRA,100,JARDIM BRASILIA,03583170,27411212,27472718,,Ativa,24,CIDADE LIDER,2405,0055360,35055360,161076110000000,JARDIM MARILIA,2D,MT,-23563659,-46492652,DIR,31/10/2016,24,775
093467,EMEF,DANYLO JOSE FERNANDES,IQ,ITAQUERA,ITAQUERA,,AVENIDA FRANCISCO MUNHOZ FILHO,431,CIDADE LÍDER,08280000,27486358,27475501,27486358,Ativa,24,CIDADE LIDER,2403,0055335,35055335,161076107000000,JARDIM IBIRAPUERA,2D,MT,-23554718,-46465157,DIR,31/10/2016,27,802
017329,EMEI,VICENTE MATHEUS,IQ,ITAQUERA,ITAQUERA,,RUA ALEXANDRE CHEID,636,PARQUE SAVOY CITY,03570100,27439527,27419639,27419639,Ativa,24,CIDADE LIDER,2403,0207809,35207809,161076117000000,PARQUE SAVOY CITY,2D,MT,-23564537,-46483362,DIR,31/10/2016,12,373
010103,EMEF,FRANCISCO ALVES MENDES FILHO - CHICO MENDES,IQ,ITAQUERA,ITAQUERA,,RUA QUINTINO DA CUNHA,22,JARDIM MARÍLIA,03579160,22545615,22545373,,Ativa,24,CIDADE LIDER,2405,0068664,35068664,161076113000000,VILA MATILDE,2D,MT,-23561994,-46495650,DIR,31/10/2016,26,788
400749,CEI INDIR,JARDIM IPANEMA I,IQ,ITAQUERA,ITAQUERA,,RUA ALFREDO VASCONCELOS,86,JARDIM ARIZE,03573150,2645-4359,,,Ativa,24,CIDADE LIDER,2401,0473819,35473819,,JARDIM IPANEMA,2D,INTEGR,-23559629,-46508763,CON,31/10/2016,17,210
400029,CEI DIRET,DOROTHY STANG,IQ,ITAQUERA,ITAQUERA,,RUA JOAQUIM ANTÔNIO DE SOUZA,61,CIDADE LÍDER,08285190,27414453,,,Ativa,24,CIDADE LIDER,2404,0237504,35237504,161076106000000,CIDADE LIDER,2D,INTEGR,-23555879,-46475746,DIR,31/10/2016,9,106
400064,CEI DIRET,MARIA APARECIDA SIQUEIRA CAMPOS,IQ,ITAQUERA,ITAQUERA,,RUA ANTÔNIO LOMBARDO,56,JARDIM SANTA TEREZINHA (ZONA LESTE),03572230,27219491,,,Ativa,24,CIDADE LIDER,2406,0237620,35237620,161076108000000,JARDIM ARICANDUVA,2D,INTEGR,-23573591,-46500001,DIR,31/10/2016,9,108
400120,CEI DIRET,JARDIM SANTA MARIA,IQ,ITAQUERA,ITAQUERA,,RUA EMBIÚ,256,JARDIM SANTA MARIA,03574110,27839827,,27833200,Ativa,24,CIDADE LIDER,2401,0237395,35237395,161076114000000,,2D,INTEGR,-23555181,-46511171,DIR,31/10/2016,10,113
400097,CEI DIRET,JOAO BENTO DE CARVALHO,IQ,ITAQUERA,ITAQUERA,,RUA PEDRO DE MENA,48,JARDIM MARILIA,03579270,27420846,27490874,,Ativa,24,CIDADE LIDER,2405,0237528,35237528,161076111000000,JARDIM MARILIA,2D,INTEGR,-23563793,-46495120,DIR,31/10/2016,17,189
308526,CR.P.CONV,MUNDO MAGICO,IQ,ITAQUERA,ITAQUERA,,RUA PEDRO BARBOSA,291,JARDIM MARÍLIA,03579130,43282656,,,Ativa,24,CIDADE LIDER,2405,0581033,35581033,,,2D,INTEGR,-23563543,-46498648,CON,31/10/2016,7,80
308529,CR.P.CONV,NINHO DA CRIANCA,IQ,ITAQUERA,ITAQUERA,,RUA BIÁGIO MARINI,30,JARDIM DAS CARMELITAS,08275620,22544436,,,Ativa,24,CIDADE LIDER,2403,0581069,35581069,,,2D,INTEGR,-23568449,-46479522,CON,31/10/2016,7,80
308411,CR.P.CONV,CAMINHO DO FUTURO,IQ,ITAQUERA,ITAQUERA,,RUA JÚLIO MACEDO,524,JARDIM SANTA MARIA,03576190,,,,Ativa,24,CIDADE LIDER,2401,0578859,35578859,,,2D,INTEGR,-23551173,-46509772,CON,31/10/2016,7,79
308431,CR.P.CONV,GEOVANNA SOUZA,IQ,ITAQUERA,ITAQUERA,,RUA LOUREIRO,161,JARDIM SANTA MARIA,03576040,,,,Ativa,24,CIDADE LIDER,2401,0579154,35579154,,NILTON MARIANO,2D,INTEGR,-23549984,-46505345,CON,31/10/2016,14,147
308432,CR.P.CONV,GOTA DE ESPERANCA II,IQ,ITAQUERA,ITAQUERA,,RUA LOUREIRO,201,JARDIM SANTA MARIA,03576040,23874961,,,Ativa,24,CIDADE LIDER,2401,0579166,35579166,,NILTON MARIANO II,2D,INTEGR,-23550907,-46504756,CON,31/10/2016,15,138
308598,CR.P.CONV,PRO-EDUCAR,IQ,ITAQUERA,ITAQUERA,,RUA HABENÁRIAS,368,JARDIM ELIANE,03575100,27287229,,,Ativa,24,CIDADE LIDER,2401,0583601,35583601,,,2D,INTEGR,-23557202,-46506293,CON,31/10/2016,11,94
308554,CR.P.CONV,CARROSSEL DO SABER,IQ,ITAQUERA,ITAQUERA,,RUA LUÍS PERCORE,110,CIDADE LÍDER,03587060,43282425,,,Ativa,24,CIDADE LIDER,2403,0581963,35581963,,,2D,INTEGR,-23556311,-46486680,CON,31/10/2016,13,134
308491,CR.P.CONV,JESUS E ESPERANCA II,G,GUAIANASES,CIDADE TIRADENTES,,RUA DAS VIOLETAS,35,JARDIM PÉROLA II,08474427,25124417,,,Ativa,25,CIDADE TIRADENTES,2502,0584265,35584265,,,2D,INTEGR,-23586613,-46383189,CON,31/10/2016,11,116
400032,CEI DIRET,CIDADE TIRADENTES,G,GUAIANASES,CIDADE TIRADENTES,,RUA SANTO RIZZO,122,CIDADE TIRADENTES,08470250,29648118,,,Ativa,25,CIDADE TIRADENTES,2505,0237589,35237589,161078139000000,,2D,INTEGR,-23590664,-46406616,DIR,31/10/2016,15,182
093548,EMEF,SATURNINO PEREIRA,G,GUAIANASES,CIDADE TIRADENTES,,ESTRADA IGUATEMI,4977,JARDIM PEDRA BRANCA,08490500,25559379,25558181,25558181,Ativa,25,CIDADE TIRADENTES,2508,0055268,35055268,161078178000000,E.M. PEDREIRA - GUAIANASES,2D,MTN,-23564960,-46416057,DIR,31/10/2016,42,1256
093637,EMEFM,OSWALDO ARANHA BANDEIRA DE MELLO,G,GUAIANASES,CIDADE TIRADENTES,,AVENIDA DOS METALURGICOS,1155,CIDADE TIRADENTES,08471000,22822125,29649382,22822125,Ativa,25,CIDADE TIRADENTES,2505,0091424,35091424,161078136000000,,2D,MTN,-23592691,-46406484,DIR,31/10/2016,51,1636
093645,EMEF,MAURICIO GOULART,G,GUAIANASES,CIDADE TIRADENTES,,RUA RENE DE TOLEDO,700,CIDADE TIRADENTES,08471740,22820040,,25160390,Ativa,25,CIDADE TIRADENTES,2507,0091406,35091406,161078168000000,,2D,MT,-23599861,-46401950,DIR,31/10/2016,34,958
093653,EMEF,VLADIMIR HERZOG,G,GUAIANASES,CIDADE TIRADENTES,,RUA FRANCISCO JOSE VIANA,894,CIDADE TIRADENTES,08471530,29645686,22821355,22821297,Ativa,25,CIDADE TIRADENTES,2507,0091418,35091418,161078172000000,WLADIMIR HERZOG,2D,MT,-23609879,-46397962,DIR,31/10/2016,31,933
307487,CR.P.CONV,MARIA JOSE DA SILVA SANTOS,G,GUAIANASES,CIDADE TIRADENTES,,RUA PAU FORMIGA,8,CONJUNTO HABITACIONAL SANTA ETELVINA II,08485060,22825069,,,Ativa,25,CIDADE TIRADENTES,2504,0449830,35449830,,,2D,INTEGR,-23591811,-46416025,CON,31/10/2016,13,123
307424,CR.P.CONV,CASINHA DA VOVO II,G,GUAIANASES,CIDADE TIRADENTES,,RUA APÓSTOLO JUDAS TADEU,8,CIDADE TIRADENTES,08475510,22858339,,,Ativa,25,CIDADE TIRADENTES,2506,0446762,35446762,,,2D,INTEGR,-23585415,-46400890,CON,31/10/2016,10,77
307419,CR.P.CONV,CORUJINHA,G,GUAIANASES,CIDADE TIRADENTES,,RUA SÃO VALFREDO,8,CHÁCARA SANTA ETELVINA,08490580,25169703,,,Ativa,25,CIDADE TIRADENTES,2506,0446701,35446701,,PEQUENOS GUERREIROS II,2D,INTEGR,-23586102,-46404755,CON,31/10/2016,15,238
307430,CR.P.CONV,"EGIDIO CORSI, CEI",G,GUAIANASES,CIDADE TIRADENTES,,RUA COUTINHO MELO,302,VILA IOLANDA,08473450,25584696,,,Ativa,25,CIDADE TIRADENTES,2502,0446944,35446944,,CEI EGIDIO CORSI,2D,INTEGR,-23580293,-46385541,CON,31/10/2016,13,129
307431,CR.P.CONV,JESUS E ESPERANCA,G,GUAIANASES,CIDADE TIRADENTES,,RUA ALEXANDRE DAVIDENKO,434,CONJUNTO HABITACIONAL BARRO BRANCO II,08473592,2282-9735,,,Ativa,25,CIDADE TIRADENTES,2502,0447201,35447201,,,2D,INTEGR,-23583315,-46390815,CON,31/10/2016,10,96
307408,CR.P.CONV,DOCURAS E TRAVESSURAS,G,GUAIANASES,CIDADE TIRADENTES,,RUA DOUTOR LUIZ BRANCO RIBEIRO,42,VILA IOLANDA II,08473420,21538015,,,Ativa,25,CIDADE TIRADENTES,2502,0446117,35446117,,,2D,INTEGR,-23579852,-46383122,CON,31/10/2016,6,74
307237,CR.P.CONV,VILMA FLOR,G,GUAIANASES,CIDADE TIRADENTES,,RUA WILMA FLOR,394,GUAIANAZES,08473440,25558371,,,Ativa,25,CIDADE TIRADENTES,2501,0441659,35441659,,,2D,INTEGR,-23575376,-46396352,CON,31/10/2016,7,80
307229,CR.P.CONV,MARIA DE LOURDES LIMA,G,GUAIANASES,CIDADE TIRADENTES,,RUA DOS PENSAMENTOS POÉTICOS,15,CONJUNTO HABITACIONAL SITIO CONCEIÇÃO,08473040,25563545,,,Ativa,25,CIDADE TIRADENTES,2502,0443761,35443761,,,2D,INTEGR,-23579925,-46394156,CON,31/10/2016,9,84
307230,CR.P.CONV,ESTRELA DO MAR,G,GUAIANASES,CIDADE TIRADENTES,,RUA CONJUNTO SÍTIO CONCEIÇÃO,133,CONJUNTO HABITACIONAL SITIO CONCEIÇÃO,08473090,22853990,,,Ativa,25,CIDADE TIRADENTES,2502,0443281,35443281,,,2D,INTEGR,-23577364,-46392954,CON,31/10/2016,10,111
307235,CR.P.CONV,VENCE COM DEUS,G,GUAIANASES,CIDADE TIRADENTES,,RUA ARNALDO BONAVENTURA,127,CIDADE TIRADENTES,08470210,25166290,,,Ativa,25,CIDADE TIRADENTES,2505,0441296,35441296,,,2D,INTEGR,-23585490,-46408966,CON,31/10/2016,9,83
307252,CR.P.CONV,O PEQUENO MUNDO DE ELLEN - UNID II,G,GUAIANASES,CIDADE TIRADENTES,,RUA JOÃO BADÚE,19,CIDADE TIRADENTES,08471440,21533534,,,Ativa,25,CIDADE TIRADENTES,2507,0443300,35443300,,,2D,INTEGR,-23603998,-46398700,CON,31/10/2016,7,61
307293,CR.P.CONV,QUERUBINS DA VITORIA,G,GUAIANASES,CIDADE TIRADENTES,,RUA ANTÔNIO ARAÚJO,10,CIDADE TIRADENTES,08471670,21537384,,,Ativa,25,CIDADE TIRADENTES,2507,0443918,35443918,,,2D,INTEGR,-23610172,-46396980,CON,31/10/2016,7,58
307287,CR.P.CONV,TUQUINHA III,G,GUAIANASES,CIDADE TIRADENTES,,RUA ALFONSO ASTURARO,514,CONJUNTO HABITACIONAL BARRO BRANCO II,08473591,22856826,,,Ativa,25,CIDADE TIRADENTES,2502,0443682,35443682,,,2D,INTEGR,-23585631,-46395368,CON,31/10/2016,7,68
307288,CR.P.CONV,JULIO FRANCISCO DE SOUZA III,G,GUAIANASES,CIDADE TIRADENTES,,RUA IRANI BASTOS MALTA,14,CONJUNTO HABITACIONAL FAZENDA DO CARMO,08421280,25557844,25185308,,Ativa,25,CIDADE TIRADENTES,2508,0443736,35443736,,,2D,INTEGR,-23567823,-46419027,CON,31/10/2016,6,58
307290,CR.P.CONV,SOL RADIANTE,G,GUAIANASES,CIDADE TIRADENTES,,RUA ERNESTINA LESINA,51,CIDADE TIRADENTES,08470260,25580012,,,Ativa,25,CIDADE TIRADENTES,2505,0443670,35443670,,,2D,INTEGR,-23590592,-46406186,CON,31/10/2016,8,70
307366,CR.P.CONV,TURMA DO BALAO MAGICO,G,GUAIANASES,CIDADE TIRADENTES,,RUA DA ONÇA,42,CONJUNTO HABITACIONAL SANTA ETELVINA II,08485210,22829652,,,Ativa,25,CIDADE TIRADENTES,2503,0444893,35444893,,,2D,INTEGR,-23589601,-46412171,CON,31/10/2016,10,90
307367,CR.P.CONV,BOLINHAS DE SABAO,G,GUAIANASES,CIDADE TIRADENTES,,TRAVESSA AUGUSTO FREDERICO SCHMIDT,13,CONJUNTO HABITACIONAL BARRO BRANCO II,08473551,2508-0364,,,Ativa,25,CIDADE TIRADENTES,2502,0445046,35445046,,MARIA CARDOSO,2D,INTEGR,-23584101,-46394796,CON,31/10/2016,9,80
400039,CEI DIRET,INCONFIDENTES,G,GUAIANASES,CIDADE TIRADENTES,,RUA CONTO DE AREIA,203,CONJUNTO HABITACIONAL CASTRO ALVES,08474220,22820855,,22820855,Ativa,25,CIDADE TIRADENTES,2503,0237644,35237644,161078157000000,,2D,INTEGR,-23581093,-46402419,DIR,31/10/2016,9,85
400035,CEI DIRET,CONJ. PRESTES MAIA,G,GUAIANASES,CIDADE TIRADENTES,,RUA INACIO PINTO LIMA,16,CONJUNTO RESIDENCIAL PRESTES MAIA,08490020,25554155,,,Ativa,25,CIDADE TIRADENTES,2501,0237383,35237383,161078148000000,,2D,INTEGR,-23566179,-46408672,DIR,31/10/2016,11,136
400059,CEI DIRET,INACIO MONTEIRO,G,GUAIANASES,CIDADE TIRADENTES,,RUA CACHOEIRA MORENA,225,CONJUNTO HABITACIONAL INÁCIO MONTEIRO,08472610,25550520,25555905,25555905,Ativa,25,CIDADE TIRADENTES,2501,0237361,35237361,161078151000000,,2D,INTEGR,-23569369,-46404226,DIR,31/10/2016,10,122
400016,CEI DIRET,BARBARA HELIODORA,G,GUAIANASES,CIDADE TIRADENTES,,RUA JOSÉ FRANCISCO BRANDÃO,80,CIDADE TIRADENTES,08470790,22821618,,,Ativa,25,CIDADE TIRADENTES,2506,0237565,35237565,161078135000000,,2D,INTEGR,-23589041,-46395855,DIR,31/10/2016,11,136
400178,CEI DIRET,MARILIA DE DIRCEU,G,GUAIANASES,CIDADE TIRADENTES,,RUA LUIS BORDESE,43,CIDADE TIRADENTES,08471790,22821211,,,Ativa,25,CIDADE TIRADENTES,2507,0237450,35237450,161078163000000,,2D,INTEGR,-23603002,-46403683,DIR,31/10/2016,11,103
400270,CEI DIRET,ZACARIA MAURO FACCIO GONCALVES,G,GUAIANASES,CIDADE TIRADENTES,,RUA CAVALEIRO DE JORGE,300,CONJUNTO HABITACIONAL CASTRO ALVES,08474210,22821380,22827424,,Ativa,25,CIDADE TIRADENTES,2503,0237632,35237632,161078166000000,SERRA D AGUA,2D,INTEGR,-23581033,-46400018,DIR,31/10/2016,13,147
400277,CEI DIRET,"MARIELCIA FLORENCIO DE MORAIS, PROFA",G,GUAIANASES,CIDADE TIRADENTES,,RUA CRISTIANO LOBE,200,CIDADE TIRADENTES,08475340,29644455,,22825856,Ativa,25,CIDADE TIRADENTES,2506,0279286,35279286,161078142000000,CIDADE TIRADENTES II,2D,INTEGR,-23591411,-46399549,DIR,31/10/2016,12,146
